open_time,open,high,low,close,volume
2025-11-05 17:19:00,961.52,962.34,961.52,962.19,182.282
2025-11-05 17:20:00,962.19,963.2,962.18,962.56,128.172
2025-11-05 17:21:00,962.56,962.59,961.89,962.07,224.934
2025-11-05 17:22:00,962.07,962.71,961.19,962.52,188.841
2025-11-05 17:23:00,962.52,963.1,962.51,962.95,146.003
2025-11-05 17:24:00,962.95,964.27,962.79,964.1,461.276
2025-11-05 17:25:00,964.1,964.1,963.1,963.1,155.686
2025-11-05 17:26:00,963.1,964.45,963.1,964.33,155.679
2025-11-05 17:27:00,964.34,965.26,964.34,965.24,298.443
2025-11-05 17:28:00,965.24,965.78,965.24,965.76,380.529
2025-11-05 17:29:00,965.76,966.29,964.46,964.47,320.475
2025-11-05 17:30:00,964.46,965.57,964.12,965.37,163.495
2025-11-05 17:31:00,965.37,965.37,964.61,964.62,137.747
2025-11-05 17:32:00,964.62,964.62,963.24,963.85,618.088
2025-11-05 17:33:00,963.86,965.22,963.86,964.48,713.679
2025-11-05 17:34:00,964.47,965.25,963.8,965.19,205.633
2025-11-05 17:35:00,965.18,965.18,963.91,963.96,167.898
2025-11-05 17:36:00,963.95,965.0,963.57,963.94,891.432
2025-11-05 17:37:00,963.94,964.41,963.5,963.97,299.506
2025-11-05 17:38:00,963.96,965.06,963.96,965.06,197.751
2025-11-05 17:39:00,965.07,965.25,964.21,964.22,374.926
2025-11-05 17:40:00,964.21,964.22,962.18,962.2,2187.852
2025-11-05 17:41:00,962.21,962.89,962.01,962.45,379.069
2025-11-05 17:42:00,962.46,963.66,962.46,963.52,121.653
2025-11-05 17:43:00,963.52,964.19,962.94,963.83,204.771
2025-11-05 17:44:00,963.84,964.01,963.51,963.99,134.773
2025-11-05 17:45:00,964.0,964.05,962.3,962.31,138.35
2025-11-05 17:46:00,962.31,962.96,961.83,961.83,180.446
2025-11-05 17:47:00,961.84,962.36,961.43,962.09,538.718
2025-11-05 17:48:00,962.08,962.08,960.99,961.68,120.984
2025-11-05 17:49:00,961.68,961.69,961.0,961.01,79.005
2025-11-05 17:50:00,961.01,961.64,960.6,960.6,442.005
2025-11-05 17:51:00,960.61,961.26,960.61,961.08,94.906
2025-11-05 17:52:00,961.09,961.25,960.6,961.21,165.346
2025-11-05 17:53:00,961.22,961.94,960.61,961.81,446.607
2025-11-05 17:54:00,961.8,962.44,961.5,962.39,113.13
2025-11-05 17:55:00,962.39,962.73,962.11,962.26,174.427
2025-11-05 17:56:00,962.26,962.26,961.42,961.43,181.03
2025-11-05 17:57:00,961.43,961.9,961.19,961.9,405.524
2025-11-05 17:58:00,961.89,962.0,961.3,961.3,81.006
2025-11-05 17:59:00,961.3,962.78,961.0,962.55,421.741
2025-11-05 18:00:00,962.56,962.56,960.1,960.11,354.447
2025-11-05 18:01:00,960.11,960.4,959.78,959.87,254.971
2025-11-05 18:02:00,959.87,959.87,959.32,959.52,369.826
2025-11-05 18:03:00,959.51,960.45,959.51,960.16,253.693
2025-11-05 18:04:00,960.17,960.7,960.03,960.39,81.94
2025-11-05 18:05:00,960.39,960.4,958.68,959.69,363.059
2025-11-05 18:06:00,959.7,961.67,959.7,960.73,961.652
2025-11-05 18:07:00,960.73,960.93,959.9,960.15,230.805
2025-11-05 18:08:00,960.16,960.16,959.6,959.89,83.473
2025-11-05 18:09:00,959.9,960.45,959.67,959.93,175.4
2025-11-05 18:10:00,959.94,960.44,959.85,960.17,79.13
2025-11-05 18:11:00,960.17,961.09,960.04,960.68,151.547
2025-11-05 18:12:00,960.69,960.69,959.9,960.14,122.402
2025-11-05 18:13:00,960.15,961.0,960.15,960.76,145.967
2025-11-05 18:14:00,960.76,961.36,960.76,961.05,72.098
2025-11-05 18:15:00,961.05,962.32,960.68,962.2,240.893
2025-11-05 18:16:00,962.2,962.95,962.12,962.68,238.661
2025-11-05 18:17:00,962.68,964.42,962.66,963.95,311.808
2025-11-05 18:18:00,963.96,963.96,963.04,963.33,135.971
2025-11-05 18:19:00,963.33,963.38,963.02,963.38,81.105
2025-11-05 18:20:00,963.39,963.4,962.51,962.68,114.707
2025-11-05 18:21:00,962.67,963.11,962.47,962.49,88.698
2025-11-05 18:22:00,962.49,963.6,962.49,963.59,96.44
2025-11-05 18:23:00,963.6,964.2,962.9,962.91,110.959
2025-11-05 18:24:00,962.91,963.47,962.6,963.28,322.253
2025-11-05 18:25:00,963.28,963.6,962.73,963.04,130.122
2025-11-05 18:26:00,963.04,964.2,962.94,964.1,182.222
2025-11-05 18:27:00,964.1,964.2,963.27,963.41,665.405
2025-11-05 18:28:00,963.41,964.39,963.41,964.19,112.965
2025-11-05 18:29:00,964.19,964.63,964.03,964.63,58.304
2025-11-05 18:30:00,964.63,964.63,963.36,964.09,228.823
2025-11-05 18:31:00,964.08,964.65,963.6,963.82,479.549
2025-11-05 18:32:00,963.82,964.06,962.43,962.71,229.542
2025-11-05 18:33:00,962.7,963.13,962.41,962.87,121.482
2025-11-05 18:34:00,962.86,963.44,962.33,963.43,91.566
2025-11-05 18:35:00,963.43,964.3,963.18,964.1,146.439
2025-11-05 18:36:00,964.11,966.18,964.1,966.13,429.884
2025-11-05 18:37:00,966.14,966.14,965.37,965.74,54.578
2025-11-05 18:38:00,965.75,965.89,965.5,965.77,54.649
2025-11-05 18:39:00,965.78,969.27,965.77,967.09,2068.535
2025-11-05 18:40:00,967.09,967.49,966.46,966.58,440.249
2025-11-05 18:41:00,966.58,967.5,966.28,967.28,454.962
2025-11-05 18:42:00,967.28,967.28,966.1,966.12,331.77
2025-11-05 18:43:00,966.12,966.74,966.11,966.18,90.394
2025-11-05 18:44:00,966.18,966.42,965.75,965.75,149.818
2025-11-05 18:45:00,965.74,965.74,964.41,965.57,218.112
2025-11-05 18:46:00,965.58,966.55,965.4,965.73,262.995
2025-11-05 18:47:00,965.74,966.67,965.73,966.3,101.769
2025-11-05 18:48:00,966.3,967.07,965.91,966.82,701.615
2025-11-05 18:49:00,966.82,967.31,966.56,966.95,477.241
2025-11-05 18:50:00,966.95,967.44,966.24,966.26,424.606
2025-11-05 18:51:00,966.26,967.65,966.26,967.41,449.606
2025-11-05 18:52:00,967.41,967.41,965.39,965.45,163.671
2025-11-05 18:53:00,965.45,966.3,965.45,966.25,163.253
2025-11-05 18:54:00,966.25,966.77,966.25,966.67,392.395
2025-11-05 18:55:00,966.67,967.07,966.6,966.75,212.394
2025-11-05 18:56:00,966.74,966.8,966.32,966.44,499.072
2025-11-05 18:57:00,966.44,966.44,965.5,965.6,268.268
2025-11-05 18:58:00,965.6,965.96,965.49,965.5,244.924
2025-11-05 18:59:00,965.51,965.78,965.28,965.6,224.451
2025-11-05 19:00:00,965.61,965.98,965.25,965.36,165.541
2025-11-05 19:01:00,965.35,965.5,963.79,963.79,249.231
2025-11-05 19:02:00,963.79,963.83,963.7,963.83,98.891
2025-11-05 19:03:00,963.83,964.47,963.8,963.8,151.923
2025-11-05 19:04:00,963.8,964.18,963.16,963.67,274.969
2025-11-05 19:05:00,963.66,964.0,963.4,963.4,64.399
2025-11-05 19:06:00,963.41,963.6,963.01,963.05,52.151
2025-11-05 19:07:00,963.06,963.06,961.31,961.55,361.66
2025-11-05 19:08:00,961.55,961.55,960.9,961.24,185.37
2025-11-05 19:09:00,961.24,961.87,961.0,961.81,169.538
2025-11-05 19:10:00,961.81,962.21,961.54,961.74,124.654
2025-11-05 19:11:00,961.75,961.89,961.4,961.49,53.93
2025-11-05 19:12:00,961.48,961.62,961.2,961.43,74.503
2025-11-05 19:13:00,961.43,961.72,961.37,961.52,71.843
2025-11-05 19:14:00,961.52,961.96,961.14,961.95,167.234
2025-11-05 19:15:00,961.95,962.28,961.63,962.21,278.532
2025-11-05 19:16:00,962.2,963.79,962.2,963.35,199.053
2025-11-05 19:17:00,963.36,964.21,963.05,964.03,317.314
2025-11-05 19:18:00,964.03,964.34,962.61,962.63,166.138
2025-11-05 19:19:00,962.64,963.6,962.52,963.6,136.604
2025-11-05 19:20:00,963.59,963.9,963.33,963.52,144.479
2025-11-05 19:21:00,963.51,963.51,962.75,963.03,108.945
2025-11-05 19:22:00,963.04,963.04,961.84,962.0,121.61
2025-11-05 19:23:00,962.0,962.36,961.68,962.3,173.788
2025-11-05 19:24:00,962.29,963.14,962.29,962.54,112.445
2025-11-05 19:25:00,962.55,962.9,962.3,962.88,193.963
2025-11-05 19:26:00,962.89,964.0,962.88,963.88,150.894
2025-11-05 19:27:00,963.87,963.88,963.32,963.32,117.805
2025-11-05 19:28:00,963.32,963.33,962.15,962.59,88.668
2025-11-05 19:29:00,962.58,962.59,961.82,961.82,70.183
2025-11-05 19:30:00,961.82,961.97,961.5,961.52,69.922
2025-11-05 19:31:00,961.52,962.41,961.35,962.1,246.043
2025-11-05 19:32:00,962.11,962.23,961.98,961.98,41.62
2025-11-05 19:33:00,961.98,961.98,961.01,961.22,238.843
2025-11-05 19:34:00,961.22,962.0,961.15,962.0,46.126
2025-11-05 19:35:00,962.0,962.09,961.45,962.09,49.09
2025-11-05 19:36:00,962.09,963.5,962.09,962.84,165.048
2025-11-05 19:37:00,962.83,963.01,962.7,962.91,102.53
2025-11-05 19:38:00,962.91,963.05,962.63,963.03,80.088
2025-11-05 19:39:00,963.03,964.64,963.03,964.52,305.763
2025-11-05 19:40:00,964.52,964.52,963.11,963.11,122.562
2025-11-05 19:41:00,963.1,964.3,963.1,964.23,519.292
2025-11-05 19:42:00,964.23,964.23,963.79,963.85,52.534
2025-11-05 19:43:00,963.86,963.92,963.51,963.57,66.886
2025-11-05 19:44:00,963.57,964.1,963.03,963.24,277.07
2025-11-05 19:45:00,963.24,963.6,962.7,963.02,129.466
2025-11-05 19:46:00,963.02,963.11,962.01,962.21,212.748
2025-11-05 19:47:00,962.21,962.21,961.13,961.13,179.526
2025-11-05 19:48:00,961.13,961.13,959.9,960.08,507.005
2025-11-05 19:49:00,960.09,960.17,958.6,958.95,781.079
2025-11-05 19:50:00,958.96,959.8,958.88,959.8,166.999
2025-11-05 19:51:00,959.79,960.11,959.57,959.65,175.325
2025-11-05 19:52:00,959.65,960.23,959.56,960.15,195.127
2025-11-05 19:53:00,960.16,960.16,958.91,958.92,156.691
2025-11-05 19:54:00,958.92,960.1,958.92,959.89,91.94
2025-11-05 19:55:00,959.9,960.5,959.83,959.91,61.272
2025-11-05 19:56:00,959.91,960.33,959.6,959.61,93.68
2025-11-05 19:57:00,959.6,960.23,959.4,959.85,111.149
2025-11-05 19:58:00,959.85,959.98,959.7,959.84,81.514
2025-11-05 19:59:00,959.85,959.95,959.41,959.5,84.346
2025-11-05 20:00:00,959.49,959.72,958.28,958.28,342.887
2025-11-05 20:01:00,958.29,958.85,958.02,958.75,504.798
2025-11-05 20:02:00,958.76,959.31,958.59,958.86,112.683
2025-11-05 20:03:00,958.86,959.7,958.85,959.25,65.367
2025-11-05 20:04:00,959.25,959.26,958.9,959.24,46.696
2025-11-05 20:05:00,959.25,960.61,959.25,959.68,190.993
2025-11-05 20:06:00,959.67,961.18,959.67,961.06,248.81
2025-11-05 20:07:00,961.07,961.37,960.99,961.29,132.799
2025-11-05 20:08:00,961.3,961.8,960.26,960.26,109.194
2025-11-05 20:09:00,960.27,961.28,960.27,961.28,145.541
2025-11-05 20:10:00,961.27,961.9,961.27,961.9,104.381
2025-11-05 20:11:00,961.9,962.29,961.79,961.98,172.21
2025-11-05 20:12:00,961.98,963.98,961.95,963.66,307.967
2025-11-05 20:13:00,963.67,964.1,963.45,963.9,222.778
2025-11-05 20:14:00,963.89,964.55,963.55,963.56,290.256
2025-11-05 20:15:00,963.56,963.64,962.86,963.07,151.432
2025-11-05 20:16:00,963.08,963.08,962.14,962.19,126.267
2025-11-05 20:17:00,962.2,962.5,961.79,961.85,136.288
2025-11-05 20:18:00,961.85,962.3,961.69,962.15,107.199
2025-11-05 20:19:00,962.15,962.15,961.03,961.25,201.03
2025-11-05 20:20:00,961.24,961.77,961.14,961.6,106.542
2025-11-05 20:21:00,961.6,961.93,961.31,961.72,336.608
2025-11-05 20:22:00,961.71,962.49,961.71,962.28,82.387
2025-11-05 20:23:00,962.28,962.28,961.14,961.88,478.42
2025-11-05 20:24:00,961.88,962.33,961.8,962.23,42.831
2025-11-05 20:25:00,962.23,962.23,960.24,960.24,234.246
2025-11-05 20:26:00,960.25,960.25,959.11,959.37,344.529
2025-11-05 20:27:00,959.38,959.43,958.28,958.49,299.022
2025-11-05 20:28:00,958.49,958.56,958.25,958.44,204.159
2025-11-05 20:29:00,958.44,958.44,957.72,958.04,320.124
2025-11-05 20:30:00,958.03,958.03,954.69,955.49,1146.875
2025-11-05 20:31:00,955.49,956.4,955.44,956.4,301.105
2025-11-05 20:32:00,956.4,956.87,956.39,956.51,101.866
2025-11-05 20:33:00,956.51,957.02,955.99,957.02,465.345
2025-11-05 20:34:00,957.01,957.67,956.6,956.71,149.303
2025-11-05 20:35:00,956.71,957.02,956.35,956.78,169.064
2025-11-05 20:36:00,956.78,956.87,956.34,956.35,106.278
2025-11-05 20:37:00,956.34,956.34,955.09,955.81,536.816
2025-11-05 20:38:00,955.81,955.81,955.04,955.74,220.488
2025-11-05 20:39:00,955.74,956.73,955.74,956.39,137.669
2025-11-05 20:40:00,956.39,957.26,955.99,957.26,147.914
2025-11-05 20:41:00,957.26,957.63,957.12,957.23,173.385
2025-11-05 20:42:00,957.23,957.95,957.22,957.74,72.164
2025-11-05 20:43:00,957.73,957.73,956.81,956.81,75.618
2025-11-05 20:44:00,956.81,957.44,956.73,956.89,163.151
2025-11-05 20:45:00,956.88,957.1,956.53,956.54,32.853
2025-11-05 20:46:00,956.54,956.66,956.0,956.32,157.521
2025-11-05 20:47:00,956.38,956.72,955.44,956.72,263.391
2025-11-05 20:48:00,956.69,956.97,956.21,956.79,82.37
2025-11-05 20:49:00,956.79,957.95,956.79,957.83,159.161
2025-11-05 20:50:00,957.82,958.02,957.35,957.75,103.075
2025-11-05 20:51:00,957.76,958.61,957.2,957.45,283.701
2025-11-05 20:52:00,957.46,957.46,956.79,956.82,119.81
2025-11-05 20:53:00,956.82,957.23,956.82,957.13,115.847
2025-11-05 20:54:00,957.14,957.95,957.04,957.92,161.405
2025-11-05 20:55:00,957.91,957.91,956.34,957.18,241.501
2025-11-05 20:56:00,957.19,957.64,956.92,957.64,58.801
2025-11-05 20:57:00,957.63,957.63,956.52,957.35,168.404
2025-11-05 20:58:00,957.36,957.62,956.4,956.76,165.72
2025-11-05 20:59:00,956.75,957.63,956.23,957.33,147.371
2025-11-05 21:00:00,957.32,957.32,954.69,954.74,739.559
2025-11-05 21:01:00,954.73,954.73,953.6,954.27,510.896
2025-11-05 21:02:00,954.27,954.59,953.33,953.68,125.074
2025-11-05 21:03:00,953.68,954.34,953.62,954.33,146.87
2025-11-05 21:04:00,954.34,954.64,953.77,954.64,153.481
2025-11-05 21:05:00,954.64,954.96,954.17,954.35,192.614
2025-11-05 21:06:00,954.35,954.66,953.94,954.37,151.22
2025-11-05 21:07:00,954.38,954.97,954.37,954.66,81.65
2025-11-05 21:08:00,954.67,955.17,954.43,954.44,95.136
2025-11-05 21:09:00,954.44,954.48,953.45,953.65,110.601
2025-11-05 21:10:00,953.66,954.2,953.66,953.76,55.239
2025-11-05 21:11:00,953.76,954.62,953.76,954.62,40.699
2025-11-05 21:12:00,954.63,954.66,954.0,954.0,151.262
2025-11-05 21:13:00,954.0,954.43,953.73,954.39,192.033
2025-11-05 21:14:00,954.39,954.8,954.39,954.63,31.248
2025-11-05 21:15:00,954.62,954.88,954.23,954.88,39.181
2025-11-05 21:16:00,954.88,956.41,954.81,955.66,2225.076
2025-11-05 21:17:00,955.65,956.27,954.47,954.79,213.796
2025-11-05 21:18:00,954.78,954.87,954.22,954.22,326.097
2025-11-05 21:19:00,954.21,954.61,954.1,954.29,151.801
2025-11-05 21:20:00,954.29,955.14,954.28,954.88,148.04
2025-11-05 21:21:00,954.88,955.49,954.87,955.26,263.056
2025-11-05 21:22:00,955.27,955.5,955.0,955.49,55.071
2025-11-05 21:23:00,955.5,955.5,954.43,954.6,164.952
2025-11-05 21:24:00,954.6,954.99,954.43,954.99,67.877
2025-11-05 21:25:00,955.0,955.07,954.67,955.0,37.589
2025-11-05 21:26:00,955.0,955.0,954.18,954.31,42.24
2025-11-05 21:27:00,954.3,954.42,952.41,952.72,359.501
2025-11-05 21:28:00,952.72,953.76,952.72,953.76,152.328
2025-11-05 21:29:00,953.76,953.76,953.02,953.53,184.737
2025-11-05 21:30:00,953.53,953.7,953.21,953.21,107.173
2025-11-05 21:31:00,953.21,953.22,952.51,952.51,93.311
2025-11-05 21:32:00,952.51,953.0,952.21,952.68,303.816
2025-11-05 21:33:00,952.67,952.7,951.7,952.41,248.125
2025-11-05 21:34:00,952.41,953.0,952.4,952.99,186.588
2025-11-05 21:35:00,952.99,954.11,952.73,953.23,424.737
2025-11-05 21:36:00,953.23,953.23,952.6,952.65,48.058
2025-11-05 21:37:00,952.65,952.65,951.71,951.9,90.947
2025-11-05 21:38:00,951.9,952.88,951.9,952.88,95.608
2025-11-05 21:39:00,952.88,953.0,952.53,953.0,63.741
2025-11-05 21:40:00,952.99,952.99,952.22,952.44,101.524
2025-11-05 21:41:00,952.44,953.1,952.16,953.03,149.564
2025-11-05 21:42:00,953.03,953.47,952.93,953.01,101.968
2025-11-05 21:43:00,953.0,953.0,952.68,952.7,67.944
2025-11-05 21:44:00,952.69,953.2,952.69,953.12,96.947
2025-11-05 21:45:00,953.11,953.47,952.91,953.17,73.876
2025-11-05 21:46:00,953.16,954.03,952.69,953.3,134.235
2025-11-05 21:47:00,953.3,954.13,953.29,953.71,157.101
2025-11-05 21:48:00,953.7,954.11,953.36,954.1,57.843
2025-11-05 21:49:00,954.1,954.34,953.88,954.34,49.459
2025-11-05 21:50:00,954.34,955.8,954.34,955.16,188.088
2025-11-05 21:51:00,955.16,955.83,955.0,955.52,142.751
2025-11-05 21:52:00,955.52,955.53,954.84,954.86,103.717
2025-11-05 21:53:00,954.92,954.93,954.52,954.93,88.351
2025-11-05 21:54:00,954.92,954.93,954.1,954.11,130.702
2025-11-05 21:55:00,954.12,954.77,954.12,954.77,49.572
2025-11-05 21:56:00,954.77,955.23,954.5,955.1,115.499
2025-11-05 21:57:00,955.1,955.1,954.54,954.55,43.905
2025-11-05 21:58:00,954.54,954.81,954.4,954.8,89.633
2025-11-05 21:59:00,954.8,955.01,954.4,954.47,29.974
2025-11-05 22:00:00,954.47,954.49,954.3,954.45,49.376
2025-11-05 22:01:00,954.44,955.36,954.31,955.35,153.333
2025-11-05 22:02:00,955.36,955.53,955.14,955.33,61.589
2025-11-05 22:03:00,955.33,955.33,954.13,954.21,161.253
2025-11-05 22:04:00,954.2,954.21,952.98,953.38,280.15
2025-11-05 22:05:00,953.37,953.62,952.43,952.58,123.904
2025-11-05 22:06:00,952.58,953.07,952.35,953.03,98.191
2025-11-05 22:07:00,953.04,953.56,952.83,953.3,217.699
2025-11-05 22:08:00,953.31,953.59,952.71,952.92,68.178
2025-11-05 22:09:00,952.91,953.2,952.83,953.2,62.367
2025-11-05 22:10:00,953.19,953.19,952.91,953.11,51.31
2025-11-05 22:11:00,953.11,953.66,953.11,953.65,90.764
2025-11-05 22:12:00,953.65,953.88,953.32,953.58,88.637
2025-11-05 22:13:00,953.58,954.03,953.51,953.6,41.745
2025-11-05 22:14:00,953.6,953.6,952.49,952.7,224.119
2025-11-05 22:15:00,952.69,953.4,952.51,953.4,170.622
2025-11-05 22:16:00,953.39,954.52,953.23,954.51,242.641
2025-11-05 22:17:00,954.52,954.57,954.22,954.29,67.005
2025-11-05 22:18:00,954.29,954.53,953.7,953.7,143.591
2025-11-05 22:19:00,953.71,953.96,953.61,953.81,59.111
2025-11-05 22:20:00,953.81,953.83,953.0,953.19,195.156
2025-11-05 22:21:00,953.19,953.7,953.19,953.7,75.564
2025-11-05 22:22:00,953.69,953.8,953.11,953.53,106.733
2025-11-05 22:23:00,953.53,954.08,953.53,954.08,27.688
2025-11-05 22:24:00,954.08,954.26,953.78,954.26,174.993
2025-11-05 22:25:00,954.26,954.94,954.25,954.62,168.201
2025-11-05 22:26:00,954.62,954.79,954.1,954.49,133.422
2025-11-05 22:27:00,954.5,955.09,954.3,954.91,127.757
2025-11-05 22:28:00,954.9,955.02,954.64,954.64,43.703
2025-11-05 22:29:00,954.64,954.64,954.4,954.41,25.595
2025-11-05 22:30:00,954.4,954.96,953.51,953.51,142.135
2025-11-05 22:31:00,953.51,954.11,953.5,954.11,82.252
2025-11-05 22:32:00,954.11,955.3,954.1,955.24,265.068
2025-11-05 22:33:00,955.23,955.49,955.23,955.29,39.419
2025-11-05 22:34:00,955.3,955.65,955.04,955.65,29.761
2025-11-05 22:35:00,955.65,955.65,955.14,955.35,75.725
2025-11-05 22:36:00,955.34,956.1,955.34,956.1,54.329
2025-11-05 22:37:00,956.11,956.17,955.55,955.57,31.21
2025-11-05 22:38:00,955.58,955.96,955.22,955.82,42.498
2025-11-05 22:39:00,955.81,955.91,955.6,955.91,54.162
2025-11-05 22:40:00,955.91,956.22,955.5,956.13,96.545
2025-11-05 22:41:00,956.13,956.3,955.34,956.2,107.772
2025-11-05 22:42:00,956.19,958.77,956.19,957.84,866.635
2025-11-05 22:43:00,957.89,958.01,957.6,957.76,70.32
2025-11-05 22:44:00,957.76,957.86,957.47,957.48,83.22
2025-11-05 22:45:00,957.48,957.65,957.47,957.54,37.577
2025-11-05 22:46:00,957.53,957.54,957.1,957.11,17.825
2025-11-05 22:47:00,957.11,957.3,957.07,957.21,37.595
2025-11-05 22:48:00,957.21,957.4,957.06,957.4,24.213
2025-11-05 22:49:00,957.39,957.4,957.07,957.32,36.237
2025-11-05 22:50:00,957.33,958.4,957.33,958.39,300.134
2025-11-05 22:51:00,958.4,959.07,958.39,958.51,177.471
2025-11-05 22:52:00,958.5,958.71,958.5,958.59,38.251
2025-11-05 22:53:00,958.6,958.88,958.48,958.71,50.739
2025-11-05 22:54:00,958.72,958.77,958.44,958.45,74.279
2025-11-05 22:55:00,958.44,958.45,958.2,958.31,57.365
2025-11-05 22:56:00,958.32,958.7,958.32,958.7,48.466
2025-11-05 22:57:00,958.7,959.31,958.6,958.6,148.796
2025-11-05 22:58:00,958.6,958.85,958.47,958.85,79.188
2025-11-05 22:59:00,958.86,958.9,958.6,958.9,29.821
2025-11-05 23:00:00,958.9,959.73,958.64,958.64,86.597
2025-11-05 23:01:00,958.65,959.1,958.21,958.33,142.685
2025-11-05 23:02:00,958.34,958.34,957.5,957.6,186.585
